respondent_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
64,2.523938,2.477603,2.414315,2.549645,2.505826,2.546101,2.615839,2.479807,2.430251,2.555032,2.688693,2.353127,2.533166,2.550204,2.553246,2.350758,2.513548,2.454831,2.540402,2.393609,2.478816,2.490808,2.537063,2.424688,2.442143,2.434821,2.645505,2.492344,2.519429,2.358871,2.457032,2.544245,2.481920,2.497254,2.465331,2.563131,2.512390,2.359599,2.644669,2.620001
66,2.417135,2.450012,2.506288,2.524512,2.653038,2.313090,2.543459,2.584760,2.585373,2.413911,2.428964,2.429817,2.565052,2.638683,2.630027,2.549727,2.855430,2.339284,2.435374,2.623768,2.431324,2.518241,2.628982,2.482952,2.455374,2.476116,2.450671,2.488564,2.390721,2.596174,2.327442,2.416987,2.494205,2.597072,2.304373,2.407468,2.429965,2.517252,2.548287,2.550128
67,2.228521,2.515017,2.599972,2.499292,2.462359,2.580330,2.418252,2.444485,2.499920,2.451261,2.624059,2.600755,2.446218,2.660133,2.597352,2.500872,2.712570,2.567247,2.623606,2.338852,2.453764,2.525490,2.443964,2.447403,2.436800,2.460182,2.369678,2.501483,2.377532,2.449724,2.473706,2.538371,2.468664,2.546712,2.593205,2.531845,2.479643,2.524452,2.471840,2.534468
68,2.624231,2.432528,2.478583,2.517396,2.582435,2.536965,2.460540,2.714575,2.603011,2.542496,2.396120,2.483484,2.388192,2.454628,2.586645,2.419487,2.667799,2.590117,2.527591,2.531227,2.472048,2.418759,2.568712,2.586226,2.520033,2.461875,2.372450,2.309518,2.470422,2.425386,2.476571,2.463364,2.519161,2.524023,2.432314,2.525757,2.470202,2.474064,2.461872,2.509194
69,2.342751,2.548284,2.568472,2.586681,2.619553,2.542836,2.537386,2.527190,2.541464,2.333984,2.614504,2.530020,2.454383,2.529439,2.432920,2.518371,2.645782,2.503650,2.591462,2.312817,2.454995,2.507913,2.600328,2.393433,2.347305,2.438219,2.526210,2.561077,2.425773,2.605114,2.565624,2.535541,2.508860,2.418183,2.248007,2.694965,2.436875,2.506180,2.407990,2.535459
70,2.670277,2.555714,2.561733,2.506640,2.640467,2.616117,2.463254,2.523030,2.385685,2.493414,2.440929,2.413932,2.465444,2.544278,2.456142,2.525069,2.444704,2.537640,2.334446,2.580669,2.597525,2.349761,2.454762,2.416977,2.489559,2.559431,2.357757,2.446959,2.384706,2.665533,2.428722,2.398020,2.517958,2.692081,2.410603,2.353672,2.576833,2.746441,2.647296,2.345819
71,2.472982,2.433205,2.371322,2.569191,2.497404,2.560437,2.461119,2.532507,2.535930,2.447906,2.602294,2.581743,2.468257,2.431383,2.561049,2.378406,2.527206,2.487286,2.465643,2.437917,2.413643,2.641968,2.389716,2.449461,2.374520,2.639735,2.655049,2.402330,2.464113,2.531085,2.377537,2.610988,2.535928,2.691586,2.519488,2.516571,2.495866,2.405673,2.502918,2.558635
72,2.444271,2.494527,2.620389,2.464507,2.564974,2.444613,2.614044,2.605293,2.416095,2.484725,2.490856,2.393077,2.641014,2.471796,2.776494,2.556767,2.546528,2.530755,2.417393,2.313671,2.290080,2.330551,2.600120,2.483136,2.648826,2.453898,2.479202,2.533673,2.375281,2.672332,2.475453,2.380367,2.483488,2.516518,2.639700,2.550862,2.415384,2.395021,2.509032,2.475287
74,2.568215,2.449038,2.540557,2.291295,2.473849,2.590804,2.572209,2.464558,2.494511,2.589692,2.523218,2.434283,2.452065,2.532369,2.758279,2.365076,2.573948,2.485955,2.501414,2.524433,2.444566,2.565170,2.546693,2.708031,2.427971,2.414687,2.559226,2.379286,2.483797,2.505565,2.625281,2.432607,2.396460,2.631527,2.537004,2.472403,2.519387,2.411402,2.428739,2.324429
75,2.539987,2.488933,2.495372,2.510661,2.499975,2.465493,2.556893,2.358145,2.437520,2.577929,2.554210,2.577994,2.453874,2.285431,2.488452,2.587725,2.611001,2.536244,2.396747,2.494826,2.513202,2.479532,2.516055,2.482927,2.544061,2.624268,2.507877,2.393744,2.691516,2.448264,2.427140,2.455137,2.446184,2.435476,2.491866,2.462677,2.409537,2.685263,2.460474,2.607392
76,2.493903,2.561807,2.526734,2.617630,2.528703,2.649278,2.411135,2.501974,2.500630,2.602003,2.399034,2.590452,2.493478,2.485422,2.573666,2.384181,2.547275,2.585359,2.585376,2.403018,2.596514,2.451022,2.526564,2.493671,2.420401,2.469373,2.409742,2.418453,2.369583,2.644241,2.349943,2.579342,2.448561,2.498595,2.439488,2.509194,2.528486,2.474981,2.484494,2.446294
77,2.524011,2.564349,2.476498,2.573950,2.393942,2.568664,2.629676,2.586832,2.430484,2.627734,2.415523,2.431790,2.330275,2.482737,2.578309,2.603908,2.604479,2.314504,2.597773,2.501089,2.528957,2.597577,2.446809,2.717808,2.352921,2.327503,2.557489,2.516761,2.563025,2.359613,2.570169,2.284779,2.421163,2.422793,2.539247,2.539177,2.572072,2.393770,2.656759,2.395083
78,2.478027,2.599398,2.295164,2.605865,2.570477,2.838725,2.609495,2.555367,2.587206,2.497750,2.476930,2.499058,2.418603,2.468118,2.340619,2.520941,2.282955,2.437038,2.463756,2.483871,2.549658,2.486670,2.448576,2.565199,2.502917,2.607567,2.519928,2.439451,2.479032,2.282214,2.467092,2.401795,2.556056,2.383962,2.414783,2.539735,2.585353,2.516566,2.586642,2.637441
79,2.559445,2.506093,2.542681,2.484197,2.469148,2.417343,2.501164,2.533074,2.409275,2.557190,2.453150,2.381860,2.516940,2.506589,2.455264,2.737231,2.391455,2.622578,2.501936,2.471870,2.541283,2.606812,2.579389,2.504582,2.523705,2.454687,2.371114,2.359334,2.377071,2.572764,2.454697,2.527199,2.353886,2.602287,2.638042,2.536029,2.432566,2.450898,2.582334,2.512837
80,2.409220,2.381851,2.503213,2.559756,2.569136,2.654261,2.492086,2.432043,2.577417,2.539318,2.570845,2.506507,2.585946,2.402992,2.364287,2.463847,2.376248,2.580321,2.467304,2.610945,2.517372,2.418552,2.655043,2.547446,2.455883,2.526532,2.413165,2.510808,2.542833,2.389784,2.458083,2.533116,2.527995,2.462601,2.420769,2.382722,2.326746,2.612875,2.746137,2.503995
82,2.359039,2.594081,2.613826,2.604837,2.508191,2.695338,2.549231,2.637046,2.549542,2.510268,2.501252,2.386427,2.398115,2.537625,2.288597,2.483264,2.535003,2.429910,2.540746,2.558732,2.437003,2.580499,2.629775,2.518801,2.456341,2.574857,2.380530,2.506109,2.372160,2.483847,2.454859,2.620453,2.425069,2.480328,2.448060,2.544989,2.444238,2.372870,2.417229,2.570912
83,2.426910,2.540575,2.396303,2.388885,2.517714,2.483613,2.446512,2.522066,2.472033,2.415674,2.461244,2.550418,2.534936,2.591639,2.507901,2.535574,2.374253,2.595867,2.575191,2.466121,2.533607,2.600381,2.522908,2.609972,2.468807,2.471819,2.549217,2.495782,2.431450,2.678246,2.515193,2.527489,2.378163,2.390573,2.520328,2.382333,2.751903,2.346524,2.524031,2.497846
84,2.524447,2.600599,2.323363,2.484469,2.443221,2.530948,2.405705,2.529595,2.498831,2.575630,2.464216,2.376717,2.446297,2.532798,2.628782,2.358489,2.414144,2.485141,2.411839,2.596668,2.451163,2.488578,2.485880,2.652547,2.638953,2.433773,2.599059,2.564193,2.467008,2.458999,2.423883,2.647441,2.669284,2.564239,2.496649,2.475397,2.481455,2.520533,2.442404,2.406662
85,2.566122,2.540081,2.260130,2.611256,2.509057,2.478698,2.424646,2.522125,2.504715,2.521141,2.499091,2.309181,2.383990,2.717504,2.460717,2.461310,2.509623,2.505553,2.488390,2.526663,2.605811,2.465377,2.548214,2.473154,2.406200,2.597809,2.456496,2.380793,2.597192,2.498095,2.376109,2.462502,2.625227,2.518596,2.662009,2.584870,2.521372,2.471906,2.374101,2.574174
86,2.305932,2.407884,2.651295,2.571653,2.515364,2.454102,2.423716,2.508151,2.474504,2.313013,2.341435,2.492851,2.490863,2.603230,2.563314,2.557206,2.565729,2.492384,2.637472,2.530561,2.551327,2.583699,2.429343,2.548133,2.336993,2.592844,2.382316,2.736520,2.615202,2.513878,2.670650,2.456373,2.237024,2.483642,2.493218,2.578487,2.611073,2.485915,2.442917,2.349790
87,2.497274,2.412619,2.340872,2.569331,2.537815,2.439940,2.537611,2.434715,2.494154,2.533475,2.563140,2.512709,2.438135,2.549046,2.574996,2.666886,2.522811,2.320621,2.509050,2.382415,2.618363,2.449731,2.526528,2.443837,2.421270,2.551529,2.486990,2.451533,2.478516,2.407671,2.439399,2.557532,2.401887,2.517707,2.482547,2.492385,2.715530,2.561081,2.626587,2.531759
93,2.532175,2.656546,2.660864,2.499140,2.488405,2.604926,2.331521,2.507104,2.684594,2.606808,2.571834,2.421746,2.441358,2.391361,2.483242,2.530249,2.400856,2.431772,2.286849,2.475169,2.580461,2.492035,2.556863,2.483464,2.792448,2.300780,2.407291,2.569780,2.462439,2.588054,2.468333,2.458017,2.456057,2.566254,2.342363,2.442237,2.599324,2.250099,2.598023,2.579159
96,2.488054,2.596204,2.504788,2.537263,2.608014,2.429750,2.288139,2.607844,2.477990,2.500728,2.386472,2.638364,2.459059,2.420303,2.486975,2.491586,2.595516,2.552383,2.634384,2.457273,2.600567,2.684407,2.485990,2.526869,2.433803,2.421735,2.509541,2.323074,2.549498,2.381006,2.445766,2.449989,2.303470,2.416896,2.477563,2.518207,2.566183,2.605956,2.466653,2.671738
97,2.482869,2.383005,2.391821,2.432090,2.411237,2.447085,2.624982,2.497290,2.650349,2.527993,2.458795,2.618355,2.503924,2.631469,2.482771,2.603132,2.421614,2.366428,2.591015,2.561354,2.720109,2.470838,2.347203,2.372910,2.450585,2.409725,2.442772,2.395467,2.408383,2.526624,2.449635,2.523163,2.606210,2.586503,2.515199,2.619709,2.426296,2.478734,2.436684,2.725675
98,2.433270,2.471257,2.502432,2.478664,2.433974,2.483336,2.517691,2.409438,2.592268,2.464015,2.568404,2.429145,2.419990,2.518875,2.370979,2.616978,2.548801,2.456325,2.551113,2.469039,2.328855,2.516450,2.588967,2.512912,2.522741,2.567592,2.561669,2.409517,2.560960,2.480819,2.427142,2.553209,2.507839,2.504929,2.596538,2.380751,2.669631,2.459631,2.530149,2.583706
99,2.400332,2.525467,2.479680,2.500663,2.725652,2.723965,2.637043,2.360032,2.604186,2.523544,2.448293,2.487197,2.593542,2.353535,2.429183,2.594207,2.588199,2.356670,2.296841,2.701307,2.590504,2.415312,2.599641,2.452148,2.467776,2.493657,2.390411,2.415659,2.485587,2.365840,2.602143,2.525568,2.338016,2.486446,2.482927,2.511031,2.551951,2.431577,2.511577,2.552692
100,2.489169,2.575392,2.496787,2.497991,2.307918,2.479405,2.407259,2.563697,2.369091,2.545065,2.484525,2.484946,2.546578,2.745423,2.503563,2.669969,2.466500,2.487263,2.398022,2.446105,2.586069,2.536977,2.400289,2.433350,2.624313,2.361151,2.489862,2.447401,2.401124,2.408412,2.477059,2.756832,2.514527,2.470063,2.386664,2.413752,2.540380,2.544456,2.597082,2.645571
101,2.411457,2.428272,2.534111,2.591825,2.605702,2.649934,2.454214,2.581003,2.577920,2.505473,2.444882,2.373593,2.483505,2.410352,2.518690,2.355489,2.571247,2.463821,2.492728,2.608866,2.593464,2.479230,2.425286,2.576629,2.584283,2.468356,2.432119,2.535259,2.442956,2.468866,2.456081,2.372009,2.448115,2.511826,2.486313,2.713706,2.491910,2.263998,2.651176,2.535335
102,2.461771,2.482108,2.611671,2.406058,2.573065,2.466970,2.289390,2.615644,2.607815,2.398734,2.408194,2.428657,2.502144,2.350572,2.525623,2.416553,2.646323,2.401402,2.395712,2.591890,2.471173,2.592840,2.513700,2.517220,2.386414,2.486460,2.394620,2.459108,2.605426,2.513809,2.397869,2.722158,2.428080,2.668515,2.401378,2.528740,2.711651,2.575513,2.411574,2.633458
103,2.492922,2.538823,2.547962,2.559647,2.482458,2.638002,2.610244,2.456980,2.520536,2.480621,2.370388,2.553847,2.437553,2.538684,2.515681,2.501621,2.348387,2.485018,2.597082,2.534615,2.366759,2.526934,2.504216,2.486258,2.603656,2.395723,2.474638,2.680508,2.473867,2.601838,2.538511,2.443768,2.541323,2.414842,2.329923,2.486604,2.457773,2.560241,2.494646,2.406900
