respondent_id,version,task_id,set_items,best_item,worst_item,weight
19,19,9,"[4, 12, 23, 15, 39]",23,12,0.88246624313761
19,19,10,"[6, 37, 3, 27, 33]",3,27,0.88246624313761
19,19,11,"[21, 40, 14, 29, 13]",14,13,0.88246624313761
19,19,12,"[18, 8, 30, 35, 11]",8,11,0.88246624313761
19,19,13,"[32, 9, 28, 31, 16]",9,28,0.88246624313761
19,19,14,"[25, 26, 27, 24, 12]",27,12,0.88246624313761
19,19,15,"[40, 10, 23, 4, 34]",10,34,0.88246624313761
19,19,16,"[38, 1, 37, 2, 18]",2,37,0.88246624313761
19,19,17,"[9, 3, 21, 22, 20]",3,20,0.88246624313761
19,19,18,"[8, 14, 33, 24, 19]",8,24,0.88246624313761
20,20,1,"[11, 6, 32, 7, 8]",8,32,0.664754200787008
20,20,2,"[31, 25, 21, 16, 35]",21,25,0.664754200787008
20,20,3,"[24, 38, 5, 34, 3]",3,24,0.664754200787008
20,20,4,"[37, 13, 9, 27, 10]",10,13,0.664754200787008
20,20,5,"[22, 30, 19, 40, 12]",22,12,0.664754200787008
20,20,6,"[33, 15, 29, 23, 14]",23,33,0.664754200787008
20,20,7,"[39, 28, 2, 1, 26]",2,26,0.664754200787008
20,20,8,"[36, 18, 4, 20, 17]",20,18,0.664754200787008
20,20,9,"[16, 23, 6, 19, 38]",6,19,0.664754200787008
20,20,10,"[13, 2, 37, 21, 8]",2,37,0.664754200787008
20,20,11,"[1, 24, 40, 25, 9]",1,24,0.664754200787008
20,20,12,"[27, 22, 39, 32, 29]",22,32,0.664754200787008
20,20,13,"[15, 17, 35, 33, 34]",15,17,0.664754200787008
20,20,14,"[12, 5, 10, 11, 36]",10,12,0.664754200787008
20,20,15,"[28, 7, 30, 14, 3]",3,30,0.664754200787008
20,20,16,"[26, 6, 31, 18, 4]",6,18,0.664754200787008
20,20,17,"[5, 20, 40, 38, 27]",5,27,0.664754200787008
20,20,18,"[17, 39, 2, 9, 15]",9,17,0.664754200787008
21,21,1,"[20, 19, 33, 15, 28]",15,20,0.93137986821692
21,21,2,"[40, 2, 36, 6, 14]",6,36,0.93137986821692
21,21,3,"[3, 4, 25, 22, 13]",4,13,0.93137986821692
21,21,4,"[23, 34, 11, 27, 1]",27,23,0.93137986821692
21,21,5,"[19, 31, 10, 39, 21]",10,39,0.93137986821692
21,21,6,"[17, 26, 30, 5, 8]",5,30,0.93137986821692
21,21,7,"[32, 33, 20, 12, 37]",37,12,0.93137986821692
21,21,8,"[38, 28, 35, 36, 24]",24,38,0.93137986821692
21,21,9,"[29, 9, 19, 4, 7]",9,7,0.93137986821692
21,21,10,"[16, 39, 11, 14, 25]",16,39,0.93137986821692
21,21,11,"[30, 32, 13, 6, 34]",6,13,0.93137986821692
21,21,12,"[18, 10, 8, 29, 3]",10,18,0.93137986821692
21,21,13,"[37, 23, 26, 5, 35]",5,35,0.93137986821692
21,21,14,"[11, 38, 9, 17, 22]",17,38,0.93137986821692
21,21,15,"[15, 7, 16, 18, 40]",16,18,0.93137986821692
21,21,16,"[12, 21, 24, 2, 27]",21,12,0.93137986821692
21,21,17,"[31, 33, 1, 30, 4]",4,30,0.93137986821692
21,21,18,"[5, 9, 15, 8, 6]",6,8,0.93137986821692
22,22,1,"[7, 13, 39, 20, 35]",35,13,0.656384036745744
22,22,2,"[27, 14, 17, 37, 40]",14,17,0.656384036745744
22,22,3,"[6, 25, 28, 10, 24]",25,24,0.656384036745744
22,22,4,"[30, 29, 26, 16, 38]",29,16,0.656384036745744
22,22,5,"[36, 18, 5, 13, 22]",5,36,0.656384036745744
22,22,6,"[21, 32, 1, 35, 7]",1,21,0.656384036745744
22,22,7,"[8, 11, 4, 40, 33]",4,33,0.656384036745744
22,22,8,"[23, 12, 3, 9, 31]",3,23,0.656384036745744
22,22,9,"[34, 20, 25, 2, 19]",20,2,0.656384036745744
22,22,10,"[14, 32, 38, 39, 15]",14,38,0.656384036745744
22,22,11,"[36, 24, 37, 4, 16]",36,16,0.656384036745744
22,22,12,"[18, 27, 5, 23, 7]",27,18,0.656384036745744
22,22,13,"[19, 8, 17, 31, 28]",17,19,0.656384036745744
22,22,14,"[10, 22, 11, 15, 2]",22,10,0.656384036745744
22,22,15,"[33, 37, 6, 12, 34]",6,33,0.656384036745744
22,22,16,"[25, 30, 29, 21, 23]",30,23,0.656384036745744
22,22,17,"[9, 3, 26, 17, 36]",26,17,0.656384036745744
22,22,18,"[24, 22, 14, 1, 19]",22,24,0.656384036745744
23,23,1,"[20, 36, 34, 14, 29]",34,20,0.88246624313761
23,23,2,"[22, 8, 24, 7, 33]",8,24,0.88246624313761
23,23,3,"[6, 17, 13, 28, 21]",17,28,0.88246624313761
23,23,4,"[4, 2, 23, 38, 32]",2,38,0.88246624313761
23,23,5,"[35, 16, 27, 30, 10]",10,35,0.88246624313761
23,23,6,"[26, 40, 7, 34, 12]",7,12,0.88246624313761
23,23,7,"[1, 19, 18, 39, 36]",1,18,0.88246624313761
23,23,8,"[13, 31, 24, 37, 11]",37,24,0.88246624313761
23,23,9,"[26, 15, 32, 3, 25]",3,26,0.88246624313761
23,23,10,"[35, 28, 38, 18, 29]",29,28,0.88246624313761
23,23,11,"[39, 23, 8, 40, 20]",8,20,0.88246624313761
23,23,12,"[2, 25, 33, 16, 5]",2,25,0.88246624313761
23,23,13,"[9, 1, 28, 37, 30]",9,30,0.88246624313761
23,23,14,"[15, 35, 27, 22, 4]",15,35,0.88246624313761
23,23,15,"[17, 14, 23, 31, 10]",10,23,0.88246624313761
23,23,16,"[29, 21, 12, 11, 39]",39,12,0.88246624313761
23,23,17,"[5, 3, 9, 19, 6]",9,19,0.88246624313761
23,23,18,"[8, 38, 13, 25, 15]",8,38,0.88246624313761
24,24,1,"[25, 27, 20, 38, 17]",25,38,0.88246624313761
24,24,2,"[28, 36, 2, 34, 21]",2,28,0.88246624313761
24,24,3,"[32, 24, 40, 29, 19]",19,29,0.88246624313761
24,24,4,"[7, 1, 31, 17, 37]",1,31,0.88246624313761
24,24,5,"[21, 33, 10, 26, 38]",10,38,0.88246624313761
24,24,6,"[30, 13, 27, 9, 18]",9,30,0.88246624313761
24,24,7,"[24, 39, 32, 12, 14]",14,24,0.88246624313761
24,24,8,"[23, 35, 1, 5, 25]",1,23,0.88246624313761
24,24,9,"[11, 26, 6, 33, 20]",6,26,0.88246624313761
24,24,10,"[10, 40, 39, 15, 22]",15,39,0.88246624313761
24,24,11,"[27, 34, 29, 8, 9]",9,29,0.88246624313761
24,24,12,"[2, 30, 3, 7, 23]",3,23,0.88246624313761
24,24,13,"[4, 19, 37, 11, 14]",14,37,0.88246624313761
24,24,14,"[31, 6, 15, 36, 16]",16,36,0.88246624313761
24,24,15,"[13, 12, 17, 35, 5]",5,35,0.88246624313761
24,24,16,"[22, 25, 18, 28, 32]",25,28,0.88246624313761
24,24,17,"[38, 7, 34, 11, 31]",11,34,0.88246624313761
24,24,18,"[16, 20, 8, 3, 4]",16,20,0.88246624313761
25,25,1,"[8, 6, 38, 10, 1]",10,38,1.10328255972359
25,25,2,"[28, 26, 23, 39, 27]",27,26,1.10328255972359
25,25,3,"[40, 5, 21, 37, 15]",5,40,1.10328255972359
25,25,4,"[30, 29, 36, 25, 11]",11,30,1.10328255972359
25,25,5,"[7, 10, 19, 13, 24]",10,7,1.10328255972359
25,25,6,"[32, 31, 35, 8, 2]",8,35,1.10328255972359
25,25,7,"[14, 18, 16, 1, 26]",16,18,1.10328255972359
25,25,8,"[3, 17, 33, 40, 6]",3,40,1.10328255972359
25,25,9,"[37, 23, 22, 21, 36]",22,36,1.10328255972359
25,25,10,"[12, 38, 4, 34, 30]",4,30,1.10328255972359
25,25,11,"[10, 20, 16, 24, 5]",10,20,1.10328255972359
25,25,12,"[27, 19, 14, 6, 35]",6,19,1.10328255972359
25,25,13,"[9, 37, 31, 25, 39]",9,39,1.10328255972359
25,25,14,"[15, 11, 21, 17, 18]",11,17,1.10328255972359
25,25,15,"[19, 8, 30, 26, 22]",8,30,1.10328255972359
25,25,16,"[29, 4, 7, 33, 28]",4,28,1.10328255972359
25,25,17,"[34, 1, 3, 32, 13]",3,13,1.10328255972359
25,25,18,"[12, 2, 22, 20, 9]",2,20,1.10328255972359
26,26,1,"[11, 16, 40, 2, 27]",27,11,1.1038873506711
26,26,2,"[21, 9, 20, 26, 14]",9,26,1.1038873506711
26,26,3,"[33, 29, 5, 31, 22]",5,29,1.1038873506711
26,26,4,"[37, 3, 12, 28, 8]",8,28,1.1038873506711
26,26,5,"[19, 35, 39, 36, 38]",39,19,1.1038873506711
26,26,6,"[6, 18, 24, 40, 23]",6,18,1.1038873506711
26,26,7,"[34, 10, 15, 7, 16]",10,34,1.1038873506711
26,26,8,"[1, 13, 2, 4, 26]",4,26,1.1038873506711
26,26,9,"[33, 30, 32, 23, 17]",17,30,1.1038873506711
26,26,10,"[35, 37, 29, 3, 20]",3,35,1.1038873506711
26,26,11,"[18, 15, 19, 28, 12]",15,18,1.1038873506711
26,26,12,"[24, 14, 34, 5, 8]",8,24,1.1038873506711
26,26,13,"[39, 17, 6, 4, 25]",17,25,1.1038873506711
26,26,14,"[30, 27, 11, 1, 21]",1,30,1.1038873506711
26,26,15,"[22, 16, 36, 9, 13]",9,13,1.1038873506711
26,26,16,"[26, 32, 12, 29, 10]",10,26,1.1038873506711
26,26,17,"[14, 7, 25, 20, 30]",7,25,1.1038873506711
26,26,18,"[3, 36, 31, 38, 40]",3,31,1.1038873506711
27,27,1,"[16, 28, 39, 13, 33]",16,39,0.757315478001565
27,27,2,"[31, 4, 30, 35, 20]",31,35,0.757315478001565
27,27,3,"[5, 22, 7, 12, 6]",5,12,0.757315478001565
27,27,4,"[18, 38, 14, 10, 3]",3,38,0.757315478001565
27,27,5,"[23, 21, 16, 2, 19]",16,21,0.757315478001565
27,27,6,"[36, 33, 8, 27, 1]",27,36,0.757315478001565
27,27,7,"[40, 35, 26, 37, 34]",34,35,0.757315478001565
27,27,8,"[4, 11, 9, 32, 5]",5,11,0.757315478001565
27,27,9,"[2, 17, 6, 24, 29]",24,17,0.757315478001565
27,27,10,"[13, 39, 3, 27, 31]",27,13,0.757315478001565
27,27,11,"[20, 12, 1, 15, 7]",15,12,0.757315478001565
27,27,12,"[17, 11, 10, 22, 28]",22,11,0.757315478001565
27,27,13,"[38, 24, 37, 36, 32]",37,38,0.757315478001565
27,27,14,"[25, 34, 18, 19, 29]",25,18,0.757315478001565
27,27,15,"[21, 5, 2, 8, 39]",2,39,0.757315478001565
27,27,16,"[9, 40, 28, 14, 13]",14,28,0.757315478001565
27,27,17,"[26, 24, 4, 30, 15]",24,26,0.757315478001565
27,27,18,"[25, 33, 35, 23, 11]",23,35,0.757315478001565
29,29,1,"[28, 27, 34, 3, 36]",3,28,0.88246624313761
29,29,2,"[37, 30, 17, 5, 2]",37,17,0.88246624313761
29,29,3,"[29, 23, 10, 9, 6]",10,29,0.88246624313761
29,29,4,"[13, 14, 8, 25, 7]",13,25,0.88246624313761
29,29,5,"[16, 22, 32, 21, 33]",22,32,0.88246624313761
29,29,6,"[18, 20, 11, 38, 40]",40,11,0.88246624313761
29,29,7,"[4, 34, 1, 24, 35]",1,24,0.88246624313761
29,29,8,"[2, 31, 26, 19, 39]",2,26,0.88246624313761
29,29,9,"[8, 15, 12, 37, 23]",8,37,0.88246624313761
29,29,10,"[3, 25, 24, 7, 21]",3,25,0.88246624313761
29,29,11,"[20, 32, 27, 26, 5]",5,26,0.88246624313761
29,29,12,"[15, 1, 38, 6, 28]",6,28,0.88246624313761
29,29,13,"[34, 4, 22, 29, 39]",22,29,0.88246624313761
29,29,14,"[10, 13, 18, 12, 30]",13,30,0.88246624313761
29,29,15,"[14, 17, 40, 16, 19]",40,19,0.88246624313761
29,29,16,"[36, 2, 33, 31, 9]",2,36,0.88246624313761
29,29,17,"[11, 7, 28, 32, 35]",7,28,0.88246624313761
29,29,18,"[1, 39, 5, 10, 37]",1,37,0.88246624313761
30,30,1,"[39, 8, 38, 17, 24]",17,8,0.664754200787008
30,30,2,"[15, 19, 37, 20, 11]",15,19,0.664754200787008
30,30,3,"[10, 28, 27, 14, 33]",14,33,0.664754200787008
30,30,4,"[2, 3, 22, 1, 29]",1,29,0.664754200787008
30,30,5,"[9, 26, 32, 8, 18]",9,26,0.664754200787008
30,30,6,"[34, 21, 13, 35, 6]",6,13,0.664754200787008
30,30,7,"[17, 4, 36, 23, 12]",17,12,0.664754200787008
30,30,8,"[28, 29, 8, 20, 16]",16,28,0.664754200787008
30,30,9,"[27, 15, 25, 2, 24]",15,27,0.664754200787008
30,30,10,"[26, 35, 37, 22, 40]",22,26,0.664754200787008
30,30,11,"[23, 19, 7, 13, 31]",7,13,0.664754200787008
30,30,12,"[1, 29, 11, 5, 14]",5,29,0.664754200787008
30,30,13,"[16, 12, 18, 6, 4]",6,18,0.664754200787008
30,30,14,"[21, 9, 33, 34, 30]",9,34,0.664754200787008
30,30,15,"[25, 10, 3, 32, 17]",10,32,0.664754200787008
30,30,16,"[5, 40, 39, 7, 36]",5,36,0.664754200787008
30,30,17,"[20, 13, 14, 2, 4]",4,2,0.664754200787008
30,30,18,"[31, 30, 16, 24, 38]",16,38,0.664754200787008
31,31,1,"[30, 36, 35, 15, 8]",36,35,0.971967190580289
31,31,2,"[38, 25, 26, 33, 18]",18,26,0.971967190580289
31,31,3,"[37, 6, 13, 39, 32]",37,13,0.971967190580289
31,31,4,"[11, 34, 23, 16, 3]",34,11,0.971967190580289
31,31,5,"[7, 12, 27, 29, 9]",9,12,0.971967190580289
31,31,6,"[14, 30, 17, 22, 1]",14,17,0.971967190580289
31,31,7,"[10, 36, 31, 40, 20]",10,40,0.971967190580289
31,31,8,"[8, 5, 4, 19, 21]",5,4,0.971967190580289
31,31,9,"[24, 16, 26, 37, 28]",16,26,0.971967190580289
31,31,10,"[6, 2, 7, 38, 22]",6,38,0.971967190580289
31,31,11,"[12, 31, 35, 39, 25]",35,12,0.971967190580289
31,31,12,"[11, 27, 17, 36, 13]",27,13,0.971967190580289
31,31,13,"[3, 19, 40, 29, 15]",3,29,0.971967190580289
31,31,14,"[23, 20, 14, 21, 24]",21,24,0.971967190580289
31,31,15,"[34, 5, 2, 28, 18]",5,18,0.971967190580289
31,31,16,"[32, 7, 30, 26, 4]",4,26,0.971967190580289
31,31,17,"[19, 38, 9, 12, 11]",9,12,0.971967190580289
31,31,18,"[40, 33, 21, 10, 1]",21,33,0.971967190580289
32,32,1,"[22, 15, 24, 20, 9]",22,20,0.563296097053295
32,32,2,"[28, 23, 29, 38, 37]",23,28,0.563296097053295
32,32,3,"[4, 3, 34, 10, 26]",34,26,0.563296097053295
32,32,4,"[35, 18, 2, 30, 40]",40,35,0.563296097053295
32,32,5,"[22, 12, 21, 27, 31]",22,12,0.563296097053295
32,32,6,"[36, 37, 6, 25, 14]",6,36,0.563296097053295
32,32,7,"[33, 24, 19, 34, 17]",17,24,0.563296097053295
32,32,8,"[15, 39, 23, 16, 7]",16,23,0.563296097053295
32,32,9,"[3, 1, 20, 5, 31]",5,1,0.563296097053295
32,32,10,"[12, 40, 11, 32, 8]",40,11,0.563296097053295
32,32,11,"[13, 24, 36, 18, 21]",21,24,0.563296097053295
32,32,12,"[30, 6, 19, 25, 27]",6,27,0.563296097053295
32,32,13,"[4, 9, 10, 34, 37]",4,37,0.563296097053295
32,32,14,"[7, 35, 1, 26, 38]",7,35,0.563296097053295
32,32,15,"[18, 3, 33, 22, 39]",22,18,0.563296097053295
32,32,16,"[23, 28, 12, 8, 2]",2,28,0.563296097053295
32,32,17,"[29, 17, 5, 27, 32]",17,29,0.563296097053295
32,32,18,"[6, 11, 13, 14, 16]",6,13,0.563296097053295
33,33,1,"[25, 4, 22, 38, 5]",5,38,0.668296593558889
33,33,2,"[26, 24, 40, 9, 2]",2,26,0.668296593558889
33,33,3,"[8, 34, 39, 11, 1]",1,39,0.668296593558889
33,33,4,"[12, 20, 16, 17, 30]",17,30,0.668296593558889
33,33,5,"[21, 10, 15, 35, 29]",15,35,0.668296593558889
33,33,6,"[23, 31, 18, 27, 6]",6,31,0.668296593558889
33,33,7,"[37, 13, 32, 19, 33]",13,37,0.668296593558889
33,33,8,"[14, 7, 28, 3, 36]",3,28,0.668296593558889
33,33,9,"[38, 2, 39, 24, 12]",2,38,0.668296593558889
33,33,10,"[16, 29, 4, 31, 40]",16,29,0.668296593558889
33,33,11,"[30, 32, 34, 6, 15]",6,30,0.668296593558889
33,33,12,"[1, 25, 9, 28, 19]",1,28,0.668296593558889
33,33,13,"[17, 18, 37, 7, 20]",17,18,0.668296593558889
33,33,14,"[33, 11, 12, 36, 26]",12,36,0.668296593558889
33,33,15,"[35, 23, 5, 13, 3]",3,35,0.668296593558889
33,33,16,"[27, 8, 22, 14, 10]",10,27,0.668296593558889
33,33,17,"[20, 25, 6, 26, 21]",6,26,0.668296593558889
33,33,18,"[5, 14, 30, 31, 9]",14,30,0.668296593558889
34,34,1,"[20, 27, 37, 1, 34]",1,34,0.664754200787008
34,34,2,"[31, 33, 25, 15, 13]",25,31,0.664754200787008
34,34,3,"[29, 26, 8, 39, 18]",8,18,0.664754200787008
34,34,4,"[19, 21, 3, 16, 12]",3,21,0.664754200787008
34,34,5,"[24, 9, 5, 7, 11]",5,24,0.664754200787008
34,34,6,"[40, 22, 36, 30, 28]",28,40,0.664754200787008
34,34,7,"[2, 1, 6, 17, 35]",6,17,0.664754200787008
34,34,8,"[32, 38, 14, 4, 23]",4,14,0.664754200787008
34,34,9,"[5, 26, 16, 10, 25]",5,16,0.664754200787008
34,34,10,"[36, 19, 31, 8, 7]",8,19,0.664754200787008
34,34,11,"[39, 30, 3, 33, 27]",3,39,0.664754200787008
34,34,12,"[24, 4, 28, 1, 13]",1,24,0.664754200787008
34,34,13,"[21, 17, 38, 40, 34]",40,17,0.664754200787008
34,34,14,"[9, 18, 10, 23, 11]",10,18,0.664754200787008
34,34,15,"[32, 20, 19, 35, 22]",22,19,0.664754200787008
34,34,16,"[14, 37, 29, 15, 2]",2,14,0.664754200787008
34,34,17,"[6, 5, 12, 28, 10]",10,12,0.664754200787008
34,34,18,"[39, 36, 4, 21, 35]",4,39,0.664754200787008
35,35,1,"[33, 29, 20, 9, 38]",20,38,1.26534043612892
35,35,2,"[34, 12, 25, 18, 14]",14,12,1.26534043612892
35,35,3,"[1, 31, 11, 37, 21]",21,1,1.26534043612892
35,35,4,"[36, 6, 15, 5, 3]",15,5,1.26534043612892
35,35,5,"[26, 22, 23, 19, 17]",22,19,1.26534043612892
35,35,6,"[2, 27, 32, 16, 4]",16,27,1.26534043612892
35,35,7,"[13, 38, 30, 12, 10]",10,12,1.26534043612892
35,35,8,"[28, 35, 31, 24, 18]",28,18,1.26534043612892
35,35,9,"[29, 7, 40, 6, 33]",7,33,1.26534043612892
35,35,10,"[8, 3, 17, 4, 13]",8,4,1.26534043612892
35,35,11,"[35, 15, 26, 11, 27]",15,26,1.26534043612892
35,35,12,"[7, 2, 10, 20, 39]",10,39,1.26534043612892
35,35,13,"[37, 16, 38, 34, 22]",37,34,1.26534043612892
35,35,14,"[32, 23, 1, 33, 24]",24,23,1.26534043612892
35,35,15,"[25, 28, 39, 40, 8]",8,39,1.26534043612892
35,35,16,"[17, 21, 14, 9, 15]",9,21,1.26534043612892
35,35,17,"[19, 32, 10, 30, 5]",5,19,1.26534043612892
35,35,18,"[2, 11, 29, 36, 25]",29,11,1.26534043612892
36,36,1,"[18, 6, 2, 8, 19]",8,19,0.664754200787008
36,36,2,"[27, 24, 29, 37, 30]",27,30,0.664754200787008
36,36,3,"[22, 40, 7, 25, 23]",7,23,0.664754200787008
36,36,4,"[11, 28, 33, 4, 20]",4,28,0.664754200787008
36,36,5,"[3, 34, 2, 13, 26]",3,13,0.664754200787008
36,36,6,"[31, 38, 40, 27, 12]",40,12,0.664754200787008
36,36,7,"[36, 8, 21, 30, 23]",8,30,0.664754200787008
36,36,8,"[16, 15, 18, 1, 28]",1,18,0.664754200787008
36,36,9,"[9, 39, 24, 22, 6]",9,24,0.664754200787008
36,36,10,"[34, 14, 35, 33, 19]",34,14,0.664754200787008
36,36,11,"[10, 36, 31, 17, 32]",10,32,0.664754200787008
36,36,12,"[38, 4, 7, 3, 37]",3,37,0.664754200787008
36,36,13,"[5, 16, 18, 21, 35]",5,16,0.664754200787008
36,36,14,"[20, 1, 13, 29, 36]",1,13,0.664754200787008
36,36,15,"[8, 37, 9, 32, 25]",9,37,0.664754200787008
36,36,16,"[39, 10, 14, 26, 31]",10,26,0.664754200787008
36,36,17,"[40, 13, 12, 15, 17]",17,15,0.664754200787008
36,36,18,"[3, 11, 34, 23, 5]",3,23,0.664754200787008
37,37,1,"[4, 22, 17, 18, 31]",22,31,0.941797054259014
37,37,2,"[28, 7, 21, 34, 32]",7,32,0.941797054259014
37,37,3,"[15, 19, 27, 12, 1]",1,12,0.941797054259014
37,37,4,"[13, 30, 5, 39, 29]",5,29,0.941797054259014
37,37,5,"[16, 20, 8, 24, 6]",6,24,0.941797054259014
37,37,6,"[26, 23, 36, 9, 33]",9,26,0.941797054259014
37,37,7,"[14, 3, 38, 18, 11]",3,11,0.941797054259014
37,37,8,"[35, 2, 37, 7, 10]",2,35,0.941797054259014
37,37,9,"[21, 40, 22, 25, 27]",22,25,0.941797054259014
37,37,10,"[36, 31, 34, 29, 16]",16,29,0.941797054259014
37,37,11,"[15, 5, 26, 20, 38]",5,26,0.941797054259014
37,37,12,"[22, 14, 33, 8, 7]",8,33,0.941797054259014
37,37,13,"[11, 39, 17, 28, 37]",39,17,0.941797054259014
37,37,14,"[9, 40, 6, 35, 30]",9,35,0.941797054259014
37,37,15,"[24, 10, 3, 19, 16]",3,24,0.941797054259014
37,37,16,"[4, 25, 8, 13, 23]",8,13,0.941797054259014
37,37,17,"[12, 1, 32, 2, 14]",2,12,0.941797054259014
37,37,18,"[38, 9, 27, 36, 39]",9,36,0.941797054259014
38,38,1,"[6, 33, 25, 14, 39]",6,39,0.971967190580289
38,38,2,"[1, 27, 21, 31, 8]",1,31,0.971967190580289
38,38,3,"[37, 36, 4, 12, 5]",5,36,0.971967190580289
38,38,4,"[31, 13, 6, 32, 28]",6,28,0.971967190580289
38,38,5,"[19, 26, 18, 7, 29]",7,29,0.971967190580289
38,38,6,"[28, 15, 2, 3, 9]",3,28,0.971967190580289
38,38,7,"[20, 10, 13, 40, 34]",10,34,0.971967190580289
38,38,8,"[30, 32, 24, 22, 11]",22,30,0.971967190580289
38,38,9,"[23, 17, 35, 38, 16]",16,35,0.971967190580289
38,38,10,"[37, 33, 25, 31, 3]",3,31,0.971967190580289
38,38,11,"[39, 12, 20, 21, 32]",21,39,0.971967190580289
38,38,12,"[40, 1, 16, 14, 26]",1,26,0.971967190580289
38,38,13,"[17, 34, 24, 5, 7]",7,17,0.971967190580289
38,38,14,"[18, 22, 15, 10, 36]",10,36,0.971967190580289
38,38,15,"[35, 8, 11, 29, 4]",8,29,0.971967190580289
38,38,16,"[23, 30, 28, 19, 38]",23,28,0.971967190580289
38,38,17,"[13, 16, 9, 27, 2]",2,27,0.971967190580289
38,38,18,"[24, 34, 12, 6, 26]",6,26,0.971967190580289
39,39,1,"[1, 21, 9, 18, 17]",1,18,0.941797054259014
39,39,2,"[33, 2, 30, 15, 34]",2,33,0.941797054259014
39,39,3,"[25, 32, 35, 36, 3]",25,32,0.941797054259014
39,39,4,"[31, 29, 38, 8, 24]",8,29,0.941797054259014
39,39,5,"[40, 13, 19, 11, 37]",11,40,0.941797054259014
39,39,6,"[27, 28, 10, 23, 20]",27,28,0.941797054259014
39,39,7,"[22, 39, 1, 16, 30]",16,1,0.941797054259014
39,39,8,"[7, 5, 32, 4, 14]",5,32,0.941797054259014
39,39,9,"[12, 8, 3, 17, 26]",3,26,0.941797054259014
39,39,10,"[10, 21, 11, 6, 38]",6,38,0.941797054259014
39,39,11,"[16, 37, 23, 25, 15]",16,23,0.941797054259014
39,39,12,"[5, 31, 22, 2, 20]",5,20,0.941797054259014
39,39,13,"[7, 9, 19, 34, 27]",9,34,0.941797054259014
39,39,14,"[33, 18, 4, 24, 40]",40,18,0.941797054259014
39,39,15,"[25, 17, 29, 10, 12]",10,29,0.941797054259014
39,39,16,"[28, 35, 26, 13, 22]",22,28,0.941797054259014
39,39,17,"[19, 37, 39, 14, 36]",14,19,0.941797054259014
39,39,18,"[29, 23, 1, 3, 6]",6,29,0.941797054259014
40,40,1,"[4, 11, 7, 15, 31]",11,31,0.855074241522319
40,40,2,"[14, 26, 28, 35, 21]",14,26,0.855074241522319
